"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"States"	"States Code"	Count
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Hawaii"	"15"	372
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Idaho"	"16"	522
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Illinois"	"17"	3288
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Indiana"	"18"	1676
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Iowa"	"19"	1035
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Kansas"	"20"	934
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Kentucky"	"21"	1400
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Louisiana"	"22"	963
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Maine"	"23"	446
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Maryland"	"24"	1768
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Massachusetts"	"25"	2182
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Michigan"	"26"	2483
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Minnesota"	"27"	2214
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Mississippi"	"28"	677
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Missouri"	"29"	1391
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Montana"	"30"	384
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Nebraska"	"31"	610
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Nevada"	"32"	761
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"New Hampshire"	"33"	618
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"New Jersey"	"34"	2464
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"New Mexico"	"35"	467
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"New York"	"36"	4194
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"North Carolina"	"37"	3061
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"North Dakota"	"38"	197
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Ohio"	"39"	3342
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Oklahoma"	"40"	964
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Oregon"	"41"	1291
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Pennsylvania"	"42"	3475
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Rhode Island"	"44"	277
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"South Carolina"	"45"	1466
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"South Dakota"	"46"	278
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Tennessee"	"47"	1542
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Texas"	"48"	3754
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Utah"	"49"	1067
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Vermont"	"50"	320
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Virginia"	"51"	2110
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Washington"	"53"	2228
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"West Virginia"	"54"	552
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Wisconsin"	"55"	1639
	"Melanoma of the Skin"	"25010"	"2017"	"2017"	"Wyoming"	"56"	163
	"Myeloma"	"34000"	"2000"	"2000"	"Alabama"	"01"	257
	"Myeloma"	"34000"	"2000"	"2000"	"Alaska"	"02"	24
	"Myeloma"	"34000"	"2000"	"2000"	"Arizona"	"04"	163
	"Myeloma"	"34000"	"2000"	"2000"	"Arkansas"	"05"	Missing
	"Myeloma"	"34000"	"2000"	"2000"	"California"	"06"	1606
	"Myeloma"	"34000"	"2000"	"2000"	"Colorado"	"08"	204
	"Myeloma"	"34000"	"2000"	"2000"	"Connecticut"	"09"	224
	"Myeloma"	"34000"	"2000"	"2000"	"Delaware"	"10"	54
	"Myeloma"	"34000"	"2000"	"2000"	"District of Columbia"	"11"	56
	"Myeloma"	"34000"	"2000"	"2000"	"Florida"	"12"	1214
	"Myeloma"	"34000"	"2000"	"2000"	"Georgia"	"13"	429
	"Myeloma"	"34000"	"2000"	"2000"	"Hawaii"	"15"	58
	"Myeloma"	"34000"	"2000"	"2000"	"Idaho"	"16"	61
	"Myeloma"	"34000"	"2000"	"2000"	"Illinois"	"17"	753
	"Myeloma"	"34000"	"2000"	"2000"	"Indiana"	"18"	345
	"Myeloma"	"34000"	"2000"	"2000"	"Iowa"	"19"	198
	"Myeloma"	"34000"	"2000"	"2000"	"Kansas"	"20"	145
	"Myeloma"	"34000"	"2000"	"2000"	"Kentucky"	"21"	241
	"Myeloma"	"34000"	"2000"	"2000"	"Louisiana"	"22"	270
	"Myeloma"	"34000"	"2000"	"2000"	"Maine"	"23"	78
	"Myeloma"	"34000"	"2000"	"2000"	"Maryland"	"24"	309
	"Myeloma"	"34000"	"2000"	"2000"	"Massachusetts"	"25"	347
	"Myeloma"	"34000"	"2000"	"2000"	"Michigan"	"26"	615
	"Myeloma"	"34000"	"2000"	"2000"	"Minnesota"	"27"	216
	"Myeloma"	"34000"	"2000"	"2000"	"Mississippi"	"28"	Missing
	"Myeloma"	"34000"	"2000"	"2000"	"Missouri"	"29"	311
	"Myeloma"	"34000"	"2000"	"2000"	"Montana"	"30"	52
	"Myeloma"	"34000"	"2000"	"2000"	"Nebraska"	"31"	101
	"Myeloma"	"34000"	"2000"	"2000"	"Nevada"	"32"	102
	"Myeloma"	"34000"	"2000"	"2000"	"New Hampshire"	"33"	65
	"Myeloma"	"34000"	"2000"	"2000"	"New Jersey"	"34"	591
	"Myeloma"	"34000"	"2000"	"2000"	"New Mexico"	"35"	87
	"Myeloma"	"34000"	"2000"	"2000"	"New York"	"36"	1259
	"Myeloma"	"34000"	"2000"	"2000"	"North Carolina"	"37"	497
	"Myeloma"	"34000"	"2000"	"2000"	"North Dakota"	"38"	34
	"Myeloma"	"34000"	"2000"	"2000"	"Ohio"	"39"	631
	"Myeloma"	"34000"	"2000"	"2000"	"Oklahoma"	"40"	170
	"Myeloma"	"34000"	"2000"	"2000"	"Oregon"	"41"	181
	"Myeloma"	"34000"	"2000"	"2000"	"Pennsylvania"	"42"	804
	"Myeloma"	"34000"	"2000"	"2000"	"Rhode Island"	"44"	58
	"Myeloma"	"34000"	"2000"	"2000"	"South Carolina"	"45"	251
	"Myeloma"	"34000"	"2000"	"2000"	"South Dakota"	"46"	Missing
	"Myeloma"	"34000"	"2000"	"2000"	"Tennessee"	"47"	266
	"Myeloma"	"34000"	"2000"	"2000"	"Texas"	"48"	1133
	"Myeloma"	"34000"	"2000"	"2000"	"Utah"	"49"	104
	"Myeloma"	"34000"	"2000"	"2000"	"Vermont"	"50"	33
	"Myeloma"	"34000"	"2000"	"2000"	"Virginia"	"51"	343
	"Myeloma"	"34000"	"2000"	"2000"	"Washington"	"53"	345
	"Myeloma"	"34000"	"2000"	"2000"	"West Virginia"	"54"	101
	"Myeloma"	"34000"	"2000"	"2000"	"Wisconsin"	"55"	262
	"Myeloma"	"34000"	"2000"	"2000"	"Wyoming"	"56"	30
	"Myeloma"	"34000"	"2001"	"2001"	"Alabama"	"01"	268
	"Myeloma"	"34000"	"2001"	"2001"	"Alaska"	"02"	18
	"Myeloma"	"34000"	"2001"	"2001"	"Arizona"	"04"	244
	"Myeloma"	"34000"	"2001"	"2001"	"Arkansas"	"05"	126
	"Myeloma"	"34000"	"2001"	"2001"	"California"	"06"	1597
	"Myeloma"	"34000"	"2001"	"2001"	"Colorado"	"08"	212
	"Myeloma"	"34000"	"2001"	"2001"	"Connecticut"	"09"	205
	"Myeloma"	"34000"	"2001"	"2001"	"Delaware"	"10"	43
	"Myeloma"	"34000"	"2001"	"2001"	"District of Columbia"	"11"	51
	"Myeloma"	"34000"	"2001"	"2001"	"Florida"	"12"	1234
	"Myeloma"	"34000"	"2001"	"2001"	"Georgia"	"13"	429
	"Myeloma"	"34000"	"2001"	"2001"	"Hawaii"	"15"	50
	"Myeloma"	"34000"	"2001"	"2001"	"Idaho"	"16"	73
	"Myeloma"	"34000"	"2001"	"2001"	"Illinois"	"17"	750
	"Myeloma"	"34000"	"2001"	"2001"	"Indiana"	"18"	373
	"Myeloma"	"34000"	"2001"	"2001"	"Iowa"	"19"	224
	"Myeloma"	"34000"	"2001"	"2001"	"Kansas"	"20"	140
	"Myeloma"	"34000"	"2001"	"2001"	"Kentucky"	"21"	229
	"Myeloma"	"34000"	"2001"	"2001"	"Louisiana"	"22"	276
	"Myeloma"	"34000"	"2001"	"2001"	"Maine"	"23"	81
	"Myeloma"	"34000"	"2001"	"2001"	"Maryland"	"24"	306
	"Myeloma"	"34000"	"2001"	"2001"	"Massachusetts"	"25"	375
	"Myeloma"	"34000"	"2001"	"2001"	"Michigan"	"26"	593
	"Myeloma"	"34000"	"2001"	"2001"	"Minnesota"	"27"	277
	"Myeloma"	"34000"	"2001"	"2001"	"Mississippi"	"28"	Missing
	"Myeloma"	"34000"	"2001"	"2001"	"Missouri"	"29"	316
	"Myeloma"	"34000"	"2001"	"2001"	"Montana"	"30"	58
	"Myeloma"	"34000"	"2001"	"2001"	"Nebraska"	"31"	103
	"Myeloma"	"34000"	"2001"	"2001"	"Nevada"	"32"	108
	"Myeloma"	"34000"	"2001"	"2001"	"New Hampshire"	"33"	78
	"Myeloma"	"34000"	"2001"	"2001"	"New Jersey"	"34"	601
	"Myeloma"	"34000"	"2001"	"2001"	"New Mexico"	"35"	81
	"Myeloma"	"34000"	"2001"	"2001"	"New York"	"36"	1279
	"Myeloma"	"34000"	"2001"	"2001"	"North Carolina"	"37"	468
	"Myeloma"	"34000"	"2001"	"2001"	"North Dakota"	"38"	31
	"Myeloma"	"34000"	"2001"	"2001"	"Ohio"	"39"	636
	"Myeloma"	"34000"	"2001"	"2001"	"Oklahoma"	"40"	190
	"Myeloma"	"34000"	"2001"	"2001"	"Oregon"	"41"	231
	"Myeloma"	"34000"	"2001"	"2001"	"Pennsylvania"	"42"	823
	"Myeloma"	"34000"	"2001"	"2001"	"Rhode Island"	"44"	65
	"Myeloma"	"34000"	"2001"	"2001"	"South Carolina"	"45"	274
	"Myeloma"	"34000"	"2001"	"2001"	"South Dakota"	"46"	49
	"Myeloma"	"34000"	"2001"	"2001"	"Tennessee"	"47"	287
	"Myeloma"	"34000"	"2001"	"2001"	"Texas"	"48"	1217
	"Myeloma"	"34000"	"2001"	"2001"	"Utah"	"49"	96
	"Myeloma"	"34000"	"2001"	"2001"	"Vermont"	"50"	31
	"Myeloma"	"34000"	"2001"	"2001"	"Virginia"	"51"	284
	"Myeloma"	"34000"	"2001"	"2001"	"Washington"	"53"	324
	"Myeloma"	"34000"	"2001"	"2001"	"West Virginia"	"54"	125
	"Myeloma"	"34000"	"2001"	"2001"	"Wisconsin"	"55"	333
	"Myeloma"	"34000"	"2001"	"2001"	"Wyoming"	"56"	21
	"Myeloma"	"34000"	"2002"	"2002"	"Alabama"	"01"	274
	"Myeloma"	"34000"	"2002"	"2002"	"Alaska"	"02"	24
	"Myeloma"	"34000"	"2002"	"2002"	"Arizona"	"04"	232
	"Myeloma"	"34000"	"2002"	"2002"	"Arkansas"	"05"	178
	"Myeloma"	"34000"	"2002"	"2002"	"California"	"06"	1628
	"Myeloma"	"34000"	"2002"	"2002"	"Colorado"	"08"	214
	"Myeloma"	"34000"	"2002"	"2002"	"Connecticut"	"09"	240
	"Myeloma"	"34000"	"2002"	"2002"	"Delaware"	"10"	48
	"Myeloma"	"34000"	"2002"	"2002"	"District of Columbia"	"11"	37
	"Myeloma"	"34000"	"2002"	"2002"	"Florida"	"12"	1168
	"Myeloma"	"34000"	"2002"	"2002"	"Georgia"	"13"	463
	"Myeloma"	"34000"	"2002"	"2002"	"Hawaii"	"15"	51
	"Myeloma"	"34000"	"2002"	"2002"	"Idaho"	"16"	80
	"Myeloma"	"34000"	"2002"	"2002"	"Illinois"	"17"	850
	"Myeloma"	"34000"	"2002"	"2002"	"Indiana"	"18"	328
	"Myeloma"	"34000"	"2002"	"2002"	"Iowa"	"19"	193
	"Myeloma"	"34000"	"2002"	"2002"	"Kansas"	"20"	165
	"Myeloma"	"34000"	"2002"	"2002"	"Kentucky"	"21"	256
	"Myeloma"	"34000"	"2002"	"2002"	"Louisiana"	"22"	305
	"Myeloma"	"34000"	"2002"	"2002"	"Maine"	"23"	90
	"Myeloma"	"34000"	"2002"	"2002"	"Maryland"	"24"	302
	"Myeloma"	"34000"	"2002"	"2002"	"Massachusetts"	"25"	396
	"Myeloma"	"34000"	"2002"	"2002"	"Michigan"	"26"	624
	"Myeloma"	"34000"	"2002"	"2002"	"Minnesota"	"27"	248
	"Myeloma"	"34000"	"2002"	"2002"	"Mississippi"	"28"	Missing
	"Myeloma"	"34000"	"2002"	"2002"	"Missouri"	"29"	338
	"Myeloma"	"34000"	"2002"	"2002"	"Montana"	"30"	48
	"Myeloma"	"34000"	"2002"	"2002"	"Nebraska"	"31"	91
	"Myeloma"	"34000"	"2002"	"2002"	"Nevada"	"32"	109
	"Myeloma"	"34000"	"2002"	"2002"	"New Hampshire"	"33"	82
	"Myeloma"	"34000"	"2002"	"2002"	"New Jersey"	"34"	583
	"Myeloma"	"34000"	"2002"	"2002"	"New Mexico"	"35"	108
	"Myeloma"	"34000"	"2002"	"2002"	"New York"	"36"	1347
	"Myeloma"	"34000"	"2002"	"2002"	"North Carolina"	"37"	473
	"Myeloma"	"34000"	"2002"	"2002"	"North Dakota"	"38"	45
	"Myeloma"	"34000"	"2002"	"2002"	"Ohio"	"39"	675
	"Myeloma"	"34000"	"2002"	"2002"	"Oklahoma"	"40"	206
	"Myeloma"	"34000"	"2002"	"2002"	"Oregon"	"41"	212
	"Myeloma"	"34000"	"2002"	"2002"	"Pennsylvania"	"42"	847
	"Myeloma"	"34000"	"2002"	"2002"	"Rhode Island"	"44"	67
	"Myeloma"	"34000"	"2002"	"2002"	"South Carolina"	"45"	289
	"Myeloma"	"34000"	"2002"	"2002"	"South Dakota"	"46"	58
	"Myeloma"	"34000"	"2002"	"2002"	"Tennessee"	"47"	274
	"Myeloma"	"34000"	"2002"	"2002"	"Texas"	"48"	1170
	"Myeloma"	"34000"	"2002"	"2002"	"Utah"	"49"	86
	"Myeloma"	"34000"	"2002"	"2002"	"Vermont"	"50"	26
	"Myeloma"	"34000"	"2002"	"2002"	"Virginia"	"51"	332
	"Myeloma"	"34000"	"2002"	"2002"	"Washington"	"53"	355
	"Myeloma"	"34000"	"2002"	"2002"	"West Virginia"	"54"	131
	"Myeloma"	"34000"	"2002"	"2002"	"Wisconsin"	"55"	319
	"Myeloma"	"34000"	"2002"	"2002"	"Wyoming"	"56"	22
	"Myeloma"	"34000"	"2003"	"2003"	"Alabama"	"01"	249
	"Myeloma"	"34000"	"2003"	"2003"	"Alaska"	"02"	23
	"Myeloma"	"34000"	"2003"	"2003"	"Arizona"	"04"	223
	"Myeloma"	"34000"	"2003"	"2003"	"Arkansas"	"05"	194
	"Myeloma"	"34000"	"2003"	"2003"	"California"	"06"	1720
	"Myeloma"	"34000"	"2003"	"2003"	"Colorado"	"08"	193
	"Myeloma"	"34000"	"2003"	"2003"	"Connecticut"	"09"	223
	"Myeloma"	"34000"	"2003"	"2003"	"Delaware"	"10"	42
	"Myeloma"	"34000"	"2003"	"2003"	"District of Columbia"	"11"	36
	"Myeloma"	"34000"	"2003"	"2003"	"Florida"	"12"	1305
	"Myeloma"	"34000"	"2003"	"2003"	"Georgia"	"13"	481
	"Myeloma"	"34000"	"2003"	"2003"	"Hawaii"	"15"	54
	"Myeloma"	"34000"	"2003"	"2003"	"Idaho"	"16"	55
	"Myeloma"	"34000"	"2003"	"2003"	"Illinois"	"17"	815
	"Myeloma"	"34000"	"2003"	"2003"	"Indiana"	"18"	360
	"Myeloma"	"34000"	"2003"	"2003"	"Iowa"	"19"	192
	"Myeloma"	"34000"	"2003"	"2003"	"Kansas"	"20"	144
	"Myeloma"	"34000"	"2003"	"2003"	"Kentucky"	"21"	240
	"Myeloma"	"34000"	"2003"	"2003"	"Louisiana"	"22"	298
	"Myeloma"	"34000"	"2003"	"2003"	"Maine"	"23"	75
	"Myeloma"	"34000"	"2003"	"2003"	"Maryland"	"24"	303
	"Myeloma"	"34000"	"2003"	"2003"	"Massachusetts"	"25"	379
	"Myeloma"	"34000"	"2003"	"2003"	"Michigan"	"26"	615
	"Myeloma"	"34000"	"2003"	"2003"	"Minnesota"	"27"	290
	"Myeloma"	"34000"	"2003"	"2003"	"Mississippi"	"28"	180
	"Myeloma"	"34000"	"2003"	"2003"	"Missouri"	"29"	355
	"Myeloma"	"34000"	"2003"	"2003"	"Montana"	"30"	68
	"Myeloma"	"34000"	"2003"	"2003"	"Nebraska"	"31"	129
	"Myeloma"	"34000"	"2003"	"2003"	"Nevada"	"32"	83
	"Myeloma"	"34000"	"2003"	"2003"	"New Hampshire"	"33"	90
	"Myeloma"	"34000"	"2003"	"2003"	"New Jersey"	"34"	534
	"Myeloma"	"34000"	"2003"	"2003"	"New Mexico"	"35"	115
	"Myeloma"	"34000"	"2003"	"2003"	"New York"	"36"	1337
	"Myeloma"	"34000"	"2003"	"2003"	"North Carolina"	"37"	521
	"Myeloma"	"34000"	"2003"	"2003"	"North Dakota"	"38"	40
	"Myeloma"	"34000"	"2003"	"2003"	"Ohio"	"39"	643
	"Myeloma"	"34000"	"2003"	"2003"	"Oklahoma"	"40"	244
	"Myeloma"	"34000"	"2003"	"2003"	"Oregon"	"41"	164
	"Myeloma"	"34000"	"2003"	"2003"	"Pennsylvania"	"42"	860
	"Myeloma"	"34000"	"2003"	"2003"	"Rhode Island"	"44"	71
	"Myeloma"	"34000"	"2003"	"2003"	"South Carolina"	"45"	325
	"Myeloma"	"34000"	"2003"	"2003"	"South Dakota"	"46"	60
	"Myeloma"	"34000"	"2003"	"2003"	"Tennessee"	"47"	322
	"Myeloma"	"34000"	"2003"	"2003"	"Texas"	"48"	1282
	"Myeloma"	"34000"	"2003"	"2003"	"Utah"	"49"	92
	"Myeloma"	"34000"	"2003"	"2003"	"Vermont"	"50"	32
	"Myeloma"	"34000"	"2003"	"2003"	"Virginia"	"51"	419
	"Myeloma"	"34000"	"2003"	"2003"	"Washington"	"53"	347
	"Myeloma"	"34000"	"2003"	"2003"	"West Virginia"	"54"	132
	"Myeloma"	"34000"	"2003"	"2003"	"Wisconsin"	"55"	328
	"Myeloma"	"34000"	"2003"	"2003"	"Wyoming"	"56"	21
	"Myeloma"	"34000"	"2004"	"2004"	"Alabama"	"01"	346
	"Myeloma"	"34000"	"2004"	"2004"	"Alaska"	"02"	37
	"Myeloma"	"34000"	"2004"	"2004"	"Arizona"	"04"	281
	"Myeloma"	"34000"	"2004"	"2004"	"Arkansas"	"05"	183
	"Myeloma"	"34000"	"2004"	"2004"	"California"	"06"	1852
	"Myeloma"	"34000"	"2004"	"2004"	"Colorado"	"08"	199
	"Myeloma"	"34000"	"2004"	"2004"	"Connecticut"	"09"	206
	"Myeloma"	"34000"	"2004"	"2004"	"Delaware"	"10"	54
	"Myeloma"	"34000"	"2004"	"2004"	"District of Columbia"	"11"	61
	"Myeloma"	"34000"	"2004"	"2004"	"Florida"	"12"	1333
	"Myeloma"	"34000"	"2004"	"2004"	"Georgia"	"13"	499
	"Myeloma"	"34000"	"2004"	"2004"	"Hawaii"	"15"	61
	"Myeloma"	"34000"	"2004"	"2004"	"Idaho"	"16"	80
	"Myeloma"	"34000"	"2004"	"2004"	"Illinois"	"17"	763
	"Myeloma"	"34000"	"2004"	"2004"	"Indiana"	"18"	356
	"Myeloma"	"34000"	"2004"	"2004"	"Iowa"	"19"	186
	"Myeloma"	"34000"	"2004"	"2004"	"Kansas"	"20"	176
	"Myeloma"	"34000"	"2004"	"2004"	"Kentucky"	"21"	284
	"Myeloma"	"34000"	"2004"	"2004"	"Louisiana"	"22"	300
	"Myeloma"	"34000"	"2004"	"2004"	"Maine"	"23"	86
	"Myeloma"	"34000"	"2004"	"2004"	"Maryland"	"24"	341
	"Myeloma"	"34000"	"2004"	"2004"	"Massachusetts"	"25"	381
	"Myeloma"	"34000"	"2004"	"2004"	"Michigan"	"26"	659
	"Myeloma"	"34000"	"2004"	"2004"	"Minnesota"	"27"	279
	"Myeloma"	"34000"	"2004"	"2004"	"Mississippi"	"28"	216
	"Myeloma"	"34000"	"2004"	"2004"	"Missouri"	"29"	395
	"Myeloma"	"34000"	"2004"	"2004"	"Montana"	"30"	55
	"Myeloma"	"34000"	"2004"	"2004"	"Nebraska"	"31"	124
	"Myeloma"	"34000"	"2004"	"2004"	"Nevada"	"32"	144
	"Myeloma"	"34000"	"2004"	"2004"	"New Hampshire"	"33"	72
	"Myeloma"	"34000"	"2004"	"2004"	"New Jersey"	"34"	595
	"Myeloma"	"34000"	"2004"	"2004"	"New Mexico"	"35"	103
	"Myeloma"	"34000"	"2004"	"2004"	"New York"	"36"	1371
	"Myeloma"	"34000"	"2004"	"2004"	"North Carolina"	"37"	579
	"Myeloma"	"34000"	"2004"	"2004"	"North Dakota"	"38"	42
	"Myeloma"	"34000"	"2004"	"2004"	"Ohio"	"39"	713
	"Myeloma"	"34000"	"2004"	"2004"	"Oklahoma"	"40"	225
	"Myeloma"	"34000"	"2004"	"2004"	"Oregon"	"41"	205
	"Myeloma"	"34000"	"2004"	"2004"	"Pennsylvania"	"42"	814
	"Myeloma"	"34000"	"2004"	"2004"	"Rhode Island"	"44"	71
	"Myeloma"	"34000"	"2004"	"2004"	"South Carolina"	"45"	304
	"Myeloma"	"34000"	"2004"	"2004"	"South Dakota"	"46"	69
	"Myeloma"	"34000"	"2004"	"2004"	"Tennessee"	"47"	327
	"Myeloma"	"34000"	"2004"	"2004"	"Texas"	"48"	1289
	"Myeloma"	"34000"	"2004"	"2004"	"Utah"	"49"	89
	"Myeloma"	"34000"	"2004"	"2004"	"Vermont"	"50"	33
	"Myeloma"	"34000"	"2004"	"2004"	"Virginia"	"51"	426
	"Myeloma"	"34000"	"2004"	"2004"	"Washington"	"53"	341
	"Myeloma"	"34000"	"2004"	"2004"	"West Virginia"	"54"	118
	"Myeloma"	"34000"	"2004"	"2004"	"Wisconsin"	"55"	361
	"Myeloma"	"34000"	"2004"	"2004"	"Wyoming"	"56"	31
	"Myeloma"	"34000"	"2005"	"2005"	"Alabama"	"01"	294
	"Myeloma"	"34000"	"2005"	"2005"	"Alaska"	"02"	28
	"Myeloma"	"34000"	"2005"	"2005"	"Arizona"	"04"	273
	"Myeloma"	"34000"	"2005"	"2005"	"Arkansas"	"05"	157
	"Myeloma"	"34000"	"2005"	"2005"	"California"	"06"	1913
	"Myeloma"	"34000"	"2005"	"2005"	"Colorado"	"08"	221
	"Myeloma"	"34000"	"2005"	"2005"	"Connecticut"	"09"	265
	"Myeloma"	"34000"	"2005"	"2005"	"Delaware"	"10"	59
	"Myeloma"	"34000"	"2005"	"2005"	"District of Columbia"	"11"	58
	"Myeloma"	"34000"	"2005"	"2005"	"Florida"	"12"	1262
	"Myeloma"	"34000"	"2005"	"2005"	"Georgia"	"13"	514
	"Myeloma"	"34000"	"2005"	"2005"	"Hawaii"	"15"	72
	"Myeloma"	"34000"	"2005"	"2005"	"Idaho"	"16"	70
	"Myeloma"	"34000"	"2005"	"2005"	"Illinois"	"17"	799
	"Myeloma"	"34000"	"2005"	"2005"	"Indiana"	"18"	417
	"Myeloma"	"34000"	"2005"	"2005"	"Iowa"	"19"	198
	"Myeloma"	"34000"	"2005"	"2005"	"Kansas"	"20"	176
	"Myeloma"	"34000"	"2005"	"2005"	"Kentucky"	"21"	299
	"Myeloma"	"34000"	"2005"	"2005"	"Louisiana"	"22"	281
	"Myeloma"	"34000"	"2005"	"2005"	"Maine"	"23"	95
	"Myeloma"	"34000"	"2005"	"2005"	"Maryland"	"24"	299
	"Myeloma"	"34000"	"2005"	"2005"	"Massachusetts"	"25"	364
	"Myeloma"	"34000"	"2005"	"2005"	"Michigan"	"26"	666
	"Myeloma"	"34000"	"2005"	"2005"	"Minnesota"	"27"	291
	"Myeloma"	"34000"	"2005"	"2005"	"Mississippi"	"28"	192
	"Myeloma"	"34000"	"2005"	"2005"	"Missouri"	"29"	389
	"Myeloma"	"34000"	"2005"	"2005"	"Montana"	"30"	69
	"Myeloma"	"34000"	"2005"	"2005"	"Nebraska"	"31"	110
	"Myeloma"	"34000"	"2005"	"2005"	"Nevada"	"32"	113
	"Myeloma"	"34000"	"2005"	"2005"	"New Hampshire"	"33"	89
	"Myeloma"	"34000"	"2005"	"2005"	"New Jersey"	"34"	638
	"Myeloma"	"34000"	"2005"	"2005"	"New Mexico"	"35"	99
	"Myeloma"	"34000"	"2005"	"2005"	"New York"	"36"	1421
	"Myeloma"	"34000"	"2005"	"2005"	"North Carolina"	"37"	644
	"Myeloma"	"34000"	"2005"	"2005"	"North Dakota"	"38"	43
	"Myeloma"	"34000"	"2005"	"2005"	"Ohio"	"39"	699
	"Myeloma"	"34000"	"2005"	"2005"	"Oklahoma"	"40"	218
	"Myeloma"	"34000"	"2005"	"2005"	"Oregon"	"41"	201
	"Myeloma"	"34000"	"2005"	"2005"	"Pennsylvania"	"42"	879
	"Myeloma"	"34000"	"2005"	"2005"	"Rhode Island"	"44"	58
	"Myeloma"	"34000"	"2005"	"2005"	"South Carolina"	"45"	321
	"Myeloma"	"34000"	"2005"	"2005"	"South Dakota"	"46"	37
	"Myeloma"	"34000"	"2005"	"2005"	"Tennessee"	"47"	380
	"Myeloma"	"34000"	"2005"	"2005"	"Texas"	"48"	1344
	"Myeloma"	"34000"	"2005"	"2005"	"Utah"	"49"	87
	"Myeloma"	"34000"	"2005"	"2005"	"Vermont"	"50"	36
	"Myeloma"	"34000"	"2005"	"2005"	"Virginia"	"51"	434
	"Myeloma"	"34000"	"2005"	"2005"	"Washington"	"53"	353
	"Myeloma"	"34000"	"2005"	"2005"	"West Virginia"	"54"	126
	"Myeloma"	"34000"	"2005"	"2005"	"Wisconsin"	"55"	370
	"Myeloma"	"34000"	"2005"	"2005"	"Wyoming"	"56"	25
	"Myeloma"	"34000"	"2006"	"2006"	"Alabama"	"01"	285
	"Myeloma"	"34000"	"2006"	"2006"	"Alaska"	"02"	24
	"Myeloma"	"34000"	"2006"	"2006"	"Arizona"	"04"	290
	"Myeloma"	"34000"	"2006"	"2006"	"Arkansas"	"05"	184
	"Myeloma"	"34000"	"2006"	"2006"	"California"	"06"	1829
	"Myeloma"	"34000"	"2006"	"2006"	"Colorado"	"08"	241
	"Myeloma"	"34000"	"2006"	"2006"	"Connecticut"	"09"	234
	"Myeloma"	"34000"	"2006"	"2006"	"Delaware"	"10"	57
	"Myeloma"	"34000"	"2006"	"2006"	"District of Columbia"	"11"	56
	"Myeloma"	"34000"	"2006"	"2006"	"Florida"	"12"	1367
	"Myeloma"	"34000"	"2006"	"2006"	"Georgia"	"13"	458
	"Myeloma"	"34000"	"2006"	"2006"	"Hawaii"	"15"	62
	"Myeloma"	"34000"	"2006"	"2006"	"Idaho"	"16"	85
	"Myeloma"	"34000"	"2006"	"2006"	"Illinois"	"17"	812
	"Myeloma"	"34000"	"2006"	"2006"	"Indiana"	"18"	444
	"Myeloma"	"34000"	"2006"	"2006"	"Iowa"	"19"	196
	"Myeloma"	"34000"	"2006"	"2006"	"Kansas"	"20"	166
	"Myeloma"	"34000"	"2006"	"2006"	"Kentucky"	"21"	250
	"Myeloma"	"34000"	"2006"	"2006"	"Louisiana"	"22"	316
